product_id,product_name,product_url,price,stock_total,stock_per_size,sizes_available,category,brand,country_of_origin,shoe_model,material,shipped_from,rating,review_count,sold_count,description,image_urls,image_local_paths
253449367_15890734383,Yuri Penny Black - Nappa Milano - Sandal Unisex,https://shopee.co.id/Yuri-Penny-Black-Nappa-Milano-Sandal-Unisex-i.253449367.15890734383,629000.0,0,"{""36"": 30, ""37"": 35, ""38"": 32, ""39"": 33, ""40"": 31, ""41"": 0, ""42"": 0, ""43"": 0, ""44"": 0, ""45"": 0}","36, 37, 38, 39, 40",Sepatu Pria > Sandal > Sandal Slide,NAPPA MILANO,Indonesia,,kulit,KAB. TANGERANG,4.9,225,652,"Classic penny accent to top off the infamous slip-on pair. Designed for effortless use while still providing the put-togetherness. Finely crafted with real leather along with EVA Rubber outsole ensuring utmost comfort for your daily look. Available in two color ways—Black and Maroon.
Upper Material: Box Leather
Outsole: EVA Rubber",https://down-id.img.susercontent.com/file/sg-11134201-7rbnb-lqkaxbaspd1h48,data/images/253449367_15890734383/img_0.jpg
253449367_53961642473,Gail Dainty Black,https://shopee.co.id/Gail-Dainty-Black-i.253449367.53961642473,689000.0,0,"{""36"": 2, ""37"": 10, ""38"": 14, ""39"": 12, ""40"": 9}","36, 37, 38, 39, 40",Sepatu Wanita > Sepatu Flat > Rounded Toe Flats,NAPPA MILANO,,,"Kulit, Lainnya",KAB. TANGERANG,,,1,"Gail Dainty introduces a softer side of Gail — combining feminine details with the comfort and ease of an everyday sneaker. Designed with a lightweight feel, soft elastic finishing, and delicate lace accents, the silhouette brings a playful yet effortless touch to daily wear. Easy to style and comfortable to move in, Gail Dainty is made for girls who love the comfort sneakers bring, but with a softer, more feminine touch.
Materials:
- Upper: Suede Leather & Nylon
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-823p4-mp1v3afjs6q34d,data/images/253449367_53961642473/img_0.jpg
253449367_57402386866,Gale Soccer Black - Nappa Milano - Sepatu Sneakers Pria,https://shopee.co.id/Gale-Soccer-Black-Nappa-Milano-Sepatu-Sneakers-Pria-i.253449367.57402386866,740050.0,0,"{""40"": 0, ""41"": 0, ""42"": 0, ""43"": 0, ""44"": 2, ""45"": 0}",44,Sepatu Pria > Sneakers,NAPPA MILANO,,,,KAB. TANGERANG,4.9,16,48,"Gale Soccer draws inspiration from the silhouette of classic football footwear, bringing the spirit of the game into everyday life. Designed with flat soles and chosen materials for comfort outside the field, this pair offers soft textures that feel great from the very first step. Gale Soccer pairs well with any outfit, making it a must-have for anyone who craves a distinctive and stylish addition to their daily attire.
Materials:
- Upper: Nubuck leather & Lamb skin leather# ganti output/images → data/images
- Lining: Lamb skin leather
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-82274-mhpvvefca6mb3a,data/images/253449367_57402386866/img_0.jpg
253449367_48960962222,Luther Penny Green - Nappa Milano - Sepatu Kulit Pria,https://shopee.co.id/Luther-Penny-Green-Nappa-Milano-Sepatu-Kulit-Pria-i.253449367.48960962222,769000.0,0,"{""39"": 0, ""40"": 0, ""41"": 15, ""42"": 0, ""43"": 15, ""44"": 15, ""45"": 15, ""46"": 0}","41, 43, 44, 45",Sepatu Pria > Sepatu Formal > Loafer,NAPPA MILANO,Indonesia,,Kulit,KAB. TANGERANG,5.0,4,27,"Meet the Luther Penny, an easy, polished loafer made for everyday wear. Crafted from soft Nappa leather and lined with smooth garment leather, it feels as good as it looks. The lightweight rubber sole keeps you comfortable on the move. Luther effortlessly enhances your overall look, combining prestige with timeless appeal—the perfect choice for days when you want to look sharp without trying too hard.
Discover Luther’s three new colorways, Green, Brown Suede, and Black-White, colors that offer a slightly bolder expression but remain timeless and elegant.
Materials:
- Upper: Nappa leather
- Lining: Garment
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-823ot-moj63c0uot8r56_tn,data/images/253449367_48960962222/img_0.jpg
253449367_22684806600,Moss Derby Zebra - Nappa Milano - Sepatu Unisex,https://shopee.co.id/Moss-Derby-Zebra-Nappa-Milano-Sepatu-Unisex-i.253449367.22684806600,709000.0,0,"{""36"": 8, ""37"": 8, ""38"": 0, ""39"": 8, ""40"": 0, ""41"": 0, ""42"": 8, ""43"": 8, ""44"": 8, ""45"": 8}","36, 37, 39, 42, 43, 44, 45",Sepatu Pria > Sepatu Pria Lainnya,NAPPA MILANO,,,,KAB. TANGERANG,5.0,6,11,"For packaging protection, please add bubble wrap to your order (will add 1 kg to your total order weight)
https://shopee.co.id/product/253449367/22320248351/
We created a new shape through Moss Derby to offer a less formal derby shoe with a roomy round-toes design, making it fit for most foot types. Moss Derby is unisex and has eight color options with various leather materials, offering endless possibilities and inconceivably vast options for your everyday look. They’re, in fact, classic, timeless and that versatile.
Upper: Nappa Leather & Animal Printed Leather
Insole: Phylon Injection Insole
Outsole: Lightweight Rubber
Construction: Cemented",https://down-id.img.susercontent.com/file/sg-11134201-7rbks-lqkbj7kr5nr8be,data/images/253449367_22684806600/img_0.jpg
253449367_28463430345,Damian Tassel Brown - Nappa Milano - Sepatu Pantofel Pria,https://shopee.co.id/Damian-Tassel-Brown-Nappa-Milano-Sepatu-Pantofel-Pria-i.253449367.28463430345,869000.0,0,"{""39"": 0, ""40"": 0, ""41"": 0, ""42"": 30, ""43"": 30, ""44"": 30, ""45"": 30, ""46"": 0}","42, 43, 44, 45",Sepatu Pria > Sepatu Formal > Loafer,NAPPA MILANO,,,Kulit,KAB. TANGERANG,5.0,48,147,"For packaging protection, please add bubble wrap to your order (will add 1 kg to your total order weight)
https://shopee.co.id/product/253449367/22320248351/
The Damian Tassel presents a sleek silhouette designed for the modern gentleman, offering a timeless and elegant appearance. Available in color black and brown.
Features:
Tassel Accent: An easy slip-on pair completed with tassel accents that add a touch of refinement.
Comfort Fit: Crafted with a cushioned insole and an outsole made of fiber rubber, these shoes provide all-day comfort.
Premium Materials: These shoes are crafted with high-quality materials that boast durability and a refined finish.
Formal & Versatile: Its formal, classic and timeless design complements suits, dress pants, and more.
Materials:
- Upper: Nappa Leather
- Lining: Garment
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/id-11134207-7rbkd-m8zzkq2mha1933,data/images/253449367_28463430345/img_0.jpg
253449367_44223223951,Lacy Ballet Flats Red - Nappa Milano - Sepatu Flat Kulit Wanita,https://shopee.co.id/Lacy-Ballet-Flats-Red-Nappa-Milano-Sepatu-Flat-Kulit-Wanita-i.253449367.44223223951,849000.0,0,"{""36"": 0, ""37"": 13, ""38"": 13, ""39"": 13, ""40"": 0, ""41"": 0}","37, 38, 39",Sepatu Wanita > Sepatu Flat > Rounded Toe Flats,NAPPA MILANO,Indonesia,,,KAB. TANGERANG,4.9,26,98,"A soft and feminine take on the classic ballet flat. Designed with an elastic strap for a touch of charm and a secure fit, the Lacy Ballet Flats add effortless elegance to your everyday looks — from casual strolls to dressier moments. Available in: White, Black, Red, and Silver.
Materials:
- Upper: Lamb Skin
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-824hv-mfl4t55srkehd4_tn,data/images/253449367_44223223951/img_0.jpg
253449367_19960266807,Mocc Penny Brown - Nappa Milano - Sepatu Pria,https://shopee.co.id/Mocc-Penny-Brown-Nappa-Milano-Sepatu-Pria-i.253449367.19960266807,839000.0,0,"{""39"": 0, ""40"": 0, ""41"": 10, ""42"": 0, ""43"": 10, ""44"": 0, ""45"": 10}","41, 43, 45",Sepatu Pria > Sepatu Formal > Loafer,NAPPA MILANO,Indonesia,,Kulit,KAB. TANGERANG,4.9,45,130,"CEK SIZE CHART DI FOTO SLIDE TERAKHIR / PANDUAN UKURAN
Get classic style from Mocc Penny Brown, a squared moc-toe penny loafer exclusively made from hand-painted Vegetable Leather that brings timeless sophistication to a classic loafer. With its style and complete comfort, this classic leather penny loafer will become a staple in your collection.
Upper: Hand-painted Vegetable Leather
Outsole: Eva Rubber
Lining: Soft Garment",https://down-id.img.susercontent.com/file/id-11134207-7ra0s-mczx5nyedpwkd8_tn,data/images/253449367_19960266807/img_0.jpg
253449367_27524984578,Mocc Tassel Black - Nappa Milano - Sepatu Formal Pria,https://shopee.co.id/Mocc-Tassel-Black-Nappa-Milano-Sepatu-Formal-Pria-i.253449367.27524984578,779000.0,0,"{""39"": 0, ""40"": 0, ""41"": 0, ""42"": 0, ""43"": 1, ""44"": 0, ""45"": 0}",43,Sepatu Pria > Slip-On & Mules,NAPPA MILANO,,,,KAB. TANGERANG,5.0,21,64,"CEK SIZE CHART DI FOTO SLIDE TERAKHIR / PANDUAN UKURAN
Add a touch of charm to your wardrobe with these classic brown tassel loafers. Crafted from hand-painted vegetable leather, they showcase intricate stitching and elegant tassel detailing for a refined look. The outsole ensures lightweight durability, and the soft garment leather lining provides exceptional comfort, making them perfect for day-to-day wear or special occasions.
Upper: Hand-painted Vegetable-Tanned Leather
Outsole: Lightweight EVA Rubber
Lining: Soft Garment Leather",https://down-id.img.susercontent.com/file/sg-11134201-7rbkz-m5shjvk27f7k17_tn,data/images/253449367_27524984578/img_0.jpg
253449367_28607784437,Nappa Mink Oil - Pelindung Sepatu Kulit Premium,https://shopee.co.id/Nappa-Mink-Oil-Pelindung-Sepatu-Kulit-Premium-i.253449367.28607784437,759000.0,0,{},,Sepatu Pria > Aksesoris & Perawatan Sepatu > Alat Perawatan & Pembersih Sepatu,-,Indonesia,,Mink Oil,KAB. TANGERANG,5.0,414,1RB+,"Keep your leather shoes moisturized with Mink Oil. This premium mink oil conditions and preserves leather, maintaining its softness and durability. Easy to apply, it refreshes your footwear's look and extends its life.
How to Use:
1. Apply with the applicator provided,
2. let absorb, and
3. buff lightly with a cloth.",https://down-id.img.susercontent.com/file/sg-11134201-7rdwp-lyw3sbb200x62e,data/images/253449367_28607784437/img_0.jpg
253449367_54453808992,Lacy Classic Flats Tan - Nappa Milano - Sepatu Flat Wanita,https://shopee.co.id/Lacy-Classic-Flats-Tan-Nappa-Milano-Sepatu-Flat-Wanita-i.253449367.54453808992,1039000.0,0,"{""36"": 26, ""37"": 26, ""38"": 26, ""39"": 26, ""40"": 26, ""41"": 26}","36, 37, 38, 39, 40, 41",Sepatu Wanita > Sepatu Flat > Rounded Toe Flats,NAPPA MILANO,,,Kulit,KAB. TANGERANG,5.0,12,28,"Timeless and versatile, the Lacy Classic Flats feature a clean, minimal silhouette that complements any outfit. Crafted for all-day comfort, they’re every lady go-to pair for a polished, easy look every day. Now available in three new colorways: beige, maroon, and tan.
Materials:
- Upper: Lamb Skin
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-81zvh-mir33eah7ev82f_tn,data/images/253449367_54453808992/img_0.jpg
253449367_43881429204,Gail Dainty Blue,https://shopee.co.id/Gail-Dainty-Blue-i.253449367.43881429204,749000.0,0,"{""36"": 31, ""37"": 31, ""38"": 31, ""39"": 31, ""40"": 31}","36, 37, 38, 39, 40",Sepatu Wanita > Sepatu Flat > Rounded Toe Flats,NAPPA MILANO,,,"Kulit, Lainnya",KAB. TANGERANG,,,0,"Gail Dainty introduces a softer side of Gail — combining feminine details with the comfort and ease of an everyday sneaker. Designed with a lightweight feel, soft elastic finishing, and delicate lace accents, the silhouette brings a playful yet effortless touch to daily wear. Easy to style and comfortable to move in, Gail Dainty is made for girls who love the comfort sneakers bring, but with a softer, more feminine touch.
Materials:
- Upper: Suede Leather & Nylon
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-823os-mp1v3w5xmvwsc4,data/images/253449367_43881429204/img_0.jpg
253449367_56156240734,Leis Slippers Black - Nappa Milano - Sandal Unisex,https://shopee.co.id/Leis-Slippers-Black-Nappa-Milano-Sandal-Unisex-i.253449367.56156240734,969000.0,0,"{""36"": 0, ""37"": 0, ""38"": 2, ""39"": 2, ""40"": 0, ""41"": 0, ""42"": 0, ""43"": 0, ""44"": 0, ""45"": 0}","38, 39",Sepatu Pria > Sandal > Sandal Slide,NAPPA MILANO,Indonesia,Slide,Suede,KAB. TANGERANG,5.0,20,42,"Designed with a closed-toe silhouette for a clean, structured look. LEIS Slippers feature a soft suede leather upper with an adjustable buckle detail for a secure fit. The lambskin insole adds a smooth, cushioned feel, while the lightweight EVA rubber outsole provides flexibility and everyday durability. A relaxed design that balances coverage, comfort, and ease.
Materials:
- Upper: Suede Leather
- Insole: Lamb skin
- Outsole: EVA Rubber
- Construction: Cemented",https://down-id.img.susercontent.com/file/sg-11134201-8260l-mkrqgveeh9fkd5_tn,data/images/253449367_56156240734/img_0.jpg
253449367_49061672271,Gail Dainty Brown,https://shopee.co.id/Gail-Dainty-Brown-i.253449367.49061672271,719000.0,0,"{""36"": 0, ""37"": 23, ""38"": 23, ""39"": 23, ""40"": 23}","37, 38, 39, 40",Sepatu Wanita > Sepatu Flat > Rounded Toe Flats,NAPPA MILANO,,,"Kulit, Lainnya",KAB. TANGERANG,,,2,"Gail Dainty introduces a softer side of Gail — combining feminine details with the comfort and ease of an everyday sneaker. Designed with a lightweight feel, soft elastic finishing, and delicate lace accents, the silhouette brings a playful yet effortless touch to daily wear. Easy to style and comfortable to move in, Gail Dainty is made for girls who love the comfort sneakers bring, but with a softer, more feminine touch.
Materials:
- Upper: Suede Leather & Nylon
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-823p5-mp1v3ls6y13hfb,data/images/253449367_49061672271/img_0.jpg
253449367_15990735503,Noir Penny Loafers - Nappa Milano - Sepatu Kulit Pria,https://shopee.co.id/Noir-Penny-Loafers-Nappa-Milano-Sepatu-Kulit-Pria-i.253449367.15990735503,709000.0,0,"{""39"": 0, ""40"": 0, ""41"": 0, ""42"": 7, ""43"": 0, ""44"": 0, ""45"": 0}",42,Sepatu Pria > Sepatu Formal > Loafer,NAPPA MILANO,Indonesia,,Kulit,KAB. TANGERANG,4.9,831,2RB+,"For packaging protection, please add bubble wrap to your order (will add 1 kg to your total order weight)
https://shopee.co.id/product/253449367/22320248351/
Clean and smart craftsmanship with easy slip-on style. This All-black pair represents the concept of minimalism and simplicity but still putting forward the essence of formal classic. Noir Penny Loafers, your go-to shoes for day and night.
Material: Brush Off Leather
Lining: Lambskin
Outsole: Fiber Rubber
Construction: Cementing with Stitched Outsole",https://down-id.img.susercontent.com/file/sg-11134201-7rbmg-lmvsxyuhkogg42,data/images/253449367_15990735503/img_0.jpg
253449367_45202300917,Luther Penny Maroon - Nappa Milano - Sepatu Kulit Pria,https://shopee.co.id/Luther-Penny-Maroon-Nappa-Milano-Sepatu-Kulit-Pria-i.253449367.45202300917,749000.0,0,"{""39"": 0, ""40"": 0, ""41"": 0, ""42"": 0, ""43"": 0, ""44"": 14, ""45"": 14, ""46"": 0}","44, 45",Sepatu Pria > Sepatu Formal > Loafer,NAPPA MILANO,Indonesia,,Kulit,KAB. TANGERANG,4.9,56,185,"Meet the Luther Penny, an easy, polished loafer made for everyday wear. Crafted from soft Nappa leather and lined with smooth garment leather, it feels as good as it looks. The lightweight rubber sole keeps you comfortable on the move.
Easy to wear and easy to style, Luther Penny is available in Black, Brown, and Maroon. Luther effortlessly enhances your overall look, combining prestige with timeless appeal—the perfect choice for days when you want to look sharp without trying too hard.
Materials:
- Upper: Nappa leather
- Lining: Garment
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-82267-mhlz12ogy0oy0d,data/images/253449367_45202300917/img_0.jpg
253449367_23357387287,Roland Mules Brown Nappa Milano - Kulit Suede Nyaman,https://shopee.co.id/Roland-Mules-Brown-Nappa-Milano-Kulit-Suede-Nyaman-i.253449367.23357387287,829000.0,0,"{""39"": 1, ""40"": 0, ""41"": 0, ""42"": 0, ""43"": 0, ""44"": 0, ""45"": 0}",39,Sepatu Pria > Sandal > Sandal Slide,NAPPA MILANO,Indonesia,,Kulit,KAB. TANGERANG,4.9,7,19,"For packaging protection, please add bubble wrap to your order (will add 1 kg to your total order weight)
https://shopee.co.id/product/253449367/22320248351/
Roland is a practical mule that offers you a combination of comfort and style. The fishermen-inspired upper, the trendy outsole and the backless design made Roland edged towards dandy yet with a touch of easiness and a homespun look. With brown and grey colour choices, you can pair them for any look. Let's Stroll Around with Roland!
Upper: Hairy Suede & Lambskin
Lining: Soft Garment
Outsole: EVA Rubber",https://down-id.img.susercontent.com/file/sg-11134201-7rbmi-lmoct20cv0ud6d,data/images/253449367_23357387287/img_0.jpg
253449367_44503829359,Lacy Ballet Flats Orange - Nappa Milano - Sepatu Flat Wanita,https://shopee.co.id/Lacy-Ballet-Flats-Orange-Nappa-Milano-Sepatu-Flat-Wanita-i.253449367.44503829359,839000.0,0,"{""36"": 19, ""37"": 19, ""38"": 19, ""39"": 0, ""40"": 19, ""41"": 0}","36, 37, 38, 40",Sepatu Wanita > Sepatu Flat > Rounded Toe Flats,NAPPA MILANO,,,Kulit,KAB. TANGERANG,5.0,11,31,"A soft and feminine take on the classic ballet flat. Designed with an elastic strap for a touch of charm and a secure fit, the Lacy Ballet Flats add effortless elegance to your everyday looks — from casual strolls to dressier moments. Now available in three new colorways: baby blue, blush, and orange.
Materials:
- Upper: Lamb Skin
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-81zum-mir34w3nyknc54_tn,data/images/253449367_44503829359/img_0.jpg
253449367_50460946264,Luther Penny White Black - Nappa Milano - Sepatu Kulit Pria,https://shopee.co.id/Luther-Penny-White-Black-Nappa-Milano-Sepatu-Kulit-Pria-i.253449367.50460946264,1019000.0,0,"{""39"": 0, ""40"": 26, ""41"": 0, ""42"": 26, ""43"": 26, ""44"": 26, ""45"": 26, ""46"": 26}","40, 42, 43, 44, 45, 46",Sepatu Pria > Sepatu Formal > Loafer,NAPPA MILANO,Indonesia,loafers,Kulit,KAB. TANGERANG,5.0,7,35,"Meet the Luther Penny, an easy, polished loafer made for everyday wear. Crafted from soft Nappa leather and lined with smooth garment leather, it feels as good as it looks. The lightweight rubber sole keeps you comfortable on the move. Luther effortlessly enhances your overall look, combining prestige with timeless appeal—the perfect choice for days when you want to look sharp without trying too hard.
Discover Luther’s three new colorways, Green, Brown Suede, and Black-White, colors that offer a slightly bolder expression but remain timeless and elegant.
Materials:
- Upper: Nappa leather
- Lining: Garment
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-823rr-moj644p0dptt19_tn,data/images/253449367_50460946264/img_0.jpg
253449367_56561651076,Gail Dainty Red,https://shopee.co.id/Gail-Dainty-Red-i.253449367.56561651076,709000.0,0,"{""36"": 36, ""37"": 36, ""38"": 36, ""39"": 36, ""40"": 36}","36, 37, 38, 39, 40",Sepatu Pria > Sepatu Formal > Loafer,NAPPA MILANO,,,,KAB. TANGERANG,,,2,"Gail Dainty introduces a softer side of Gail — combining feminine details with the comfort and ease of an everyday sneaker. Designed with a lightweight feel, soft elastic finishing, and delicate lace accents, the silhouette brings a playful yet effortless touch to daily wear. Easy to style and comfortable to move in, Gail Dainty is made for girls who love the comfort sneakers bring, but with a softer, more feminine touch.
Materials:
- Upper: Suede Leather & Nylon
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-823pe-mp1v7934vaps16,data/images/253449367_56561651076/img_0.jpg
253449367_52853818157,Lacy Ballet Flats Blush - Nappa Milano - Sepatu Flat Wanita,https://shopee.co.id/Lacy-Ballet-Flats-Blush-Nappa-Milano-Sepatu-Flat-Wanita-i.253449367.52853818157,1049000.0,0,"{""36"": 25, ""37"": 25, ""38"": 25, ""39"": 25, ""40"": 25, ""41"": 0}","36, 37, 38, 39, 40",Sepatu Wanita > Sepatu Flat > Rounded Toe Flats,NAPPA MILANO,,,Kulit,KAB. TANGERANG,5.0,7,29,"A soft and feminine take on the classic ballet flat. Designed with an elastic strap for a touch of charm and a secure fit, the Lacy Ballet Flats add effortless elegance to your everyday looks — from casual strolls to dressier moments. Available in: White, Black, Red, and Silver.
Materials:
- Upper: Lamb Skin
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-81zw9-mir31r8wm7lw08_tn,data/images/253449367_52853818157/img_0.jpg
253449367_43504264612,Rene Split Olive,https://shopee.co.id/Rene-Split-Olive-i.253449367.43504264612,819000.0,0,"{""36"": 0, ""37"": 0, ""38"": 0, ""39"": 0, ""40"": 0}","36, 37, 38, 39, 40","Sepatu Wanita > Slip Ons, Mary Janes & Mules",NAPPA MILANO,,,,KAB. TANGERANG,4.9,33,146,"Materials:
- Upper: Nappa Leather
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-7rauy-mawim99fm489a1,data/images/253449367_43504264612/img_0.jpg
253449367_50253809086,Lacy Ballet Flats Baby Blue - Nappa Milano - Sepatu Flat Wanita,https://shopee.co.id/Lacy-Ballet-Flats-Baby-Blue-Nappa-Milano-Sepatu-Flat-Wanita-i.253449367.50253809086,1039000.0,0,"{""36"": 0, ""37"": 0, ""38"": 1, ""39"": 0, ""40"": 0, ""41"": 0}",38,Sepatu Wanita > Sepatu Flat > Rounded Toe Flats,NAPPA MILANO,Indonesia,,"Kulit, Lainnya, Sintetis, pu, tekstil",KAB. TANGERANG,5.0,12,40,"A soft and feminine take on the classic ballet flat. Designed with an elastic strap for a touch of charm and a secure fit, the Lacy Ballet Flats add effortless elegance to your everyday looks — from casual strolls to dressier moments. Now available in three new colorways: baby blue, blush, and orange.
Materials:
- Upper: Lamb Skin
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-81zw7-mir2yn8q7w1s6b_tn,data/images/253449367_50253809086/img_0.jpg
253449367_26879182599,Damian Monkstrap Brown - Nappa Milano - Sepatu Formal Pria,https://shopee.co.id/Damian-Monkstrap-Brown-Nappa-Milano-Sepatu-Formal-Pria-i.253449367.26879182599,959000.0,0,"{""39"": 25, ""40"": 25, ""41"": 25, ""42"": 25, ""43"": 25, ""44"": 0, ""45"": 0}","39, 40, 41, 42, 43",Sepatu Pria > Sepatu Formal > Oxford,NAPPA MILANO,Indonesia,Elegant,Kulit,KAB. TANGERANG,5.0,16,65,"Materials:
- Upper: Nappa Leather
- Lining: Garment
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/id-11134207-7rbk4-m7fy03xbyscm93,data/images/253449367_26879182599/img_0.jpg
253449367_51706236086,Leis Double Straps Black - Nappa Milano - Sandal Unisex,https://shopee.co.id/Leis-Double-Straps-Black-Nappa-Milano-Sandal-Unisex-i.253449367.51706236086,839000.0,0,"{""36"": 1, ""37"": 0, ""38"": 0, ""39"": 0, ""40"": 0, ""41"": 0, ""42"": 0, ""43"": 0, ""44"": 0, ""45"": 0}",36,Sepatu Pria > Sandal > Sandal Slide,NAPPA MILANO,Indonesia,Slide,Suede,KAB. TANGERANG,4.9,14,36,"Defined by its double-strap construction for added support and balance. LEIS Double Strap sandals use suede leather and adjustable buckle straps to create a secure yet open fit. The lambskin insole offers comfort for extended wear, while the EVA rubber outsole keeps the sandal lightweight and flexible. Designed for stability without sacrificing a relaxed, casual look.
Materials:
- Upper: Suede Leather
- Insole: Lamb skin
- Outsole: EVA Rubber
- Construction: Cemented",https://down-id.img.susercontent.com/file/sg-11134201-8262e-mkrq5141q0w560_tn,data/images/253449367_51706236086/img_0.jpg
253449367_24769732770,Luz Triple Strap Black - Nappa Milano - Sandal Pria,https://shopee.co.id/Luz-Triple-Strap-Black-Nappa-Milano-Sandal-Pria-i.253449367.24769732770,979000.0,0,"{""39"": 0, ""40"": 0, ""41"": 24, ""42"": 24, ""43"": 24, ""44"": 0, ""45"": 0}","41, 42, 43",Sepatu Pria > Sandal > Sandal Slide,-,,,,KAB. TANGERANG,4.8,117,285,"This pair is heaven-made! Easy slide-on pair with three upper straps and cushy lining. Its injected sole offers an extreme comfort for long wearing.
Masterly crafted using Brush-off Leather which allows a glossy and vivid color pay-off!
Available in Black and Maroon colour.
Material: Brush-off Leather
Lining: Soft Garment
Outsole: Lightweight Rubber
Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-7rceo-lt1x4qjklydxaf,data/images/253449367_24769732770/img_0.jpg
253449367_53851386133,Rene Bare Flats Wine - Nappa Milano - Sepatu Kulit Wanita,https://shopee.co.id/Rene-Bare-Flats-Wine-Nappa-Milano-Sepatu-Kulit-Wanita-i.253449367.53851386133,869000.0,0,"{""36"": 38, ""37"": 38, ""38"": 38, ""39"": 38, ""40"": 38}","36, 37, 38, 39, 40",Sepatu Wanita > Sepatu Flat > Pointed Flats,NAPPA MILANO,Indonesia,,Kulit,KAB. TANGERANG,5.0,9,36,"Designed to feel like a second skin, the Rene Bare Flats offer ultra-minimalist style with all-day comfort. Made from soft suede with a barely-there silhouette, this pair hugs your feet gently while giving just enough structure with its clean front seam and elegant dip at the vamp. Light, easy, and versatile—perfect for those who love the feeling of less. Available in color cream, tan, brown, moss, and wine.
Materials:
- Upper: Suede Leather
- Lining: Textile
- Outsole: Lightweight Rubber
- Construction: Cementing",https://down-id.img.susercontent.com/file/sg-11134201-821gg-mh1co4rjby1b73_tn,data/images/253449367_53851386133/img_0.jpg
253449367_27724974843,Conrad Penny Coffee - Nappa Milano - Sepatu Formal Pria,https://shopee.co.id/Conrad-Penny-Coffee-Nappa-Milano-Sepatu-Formal-Pria-i.253449367.27724974843,699000.0,0,"{""39"": 0, ""40"": 0, ""41"": 0, ""42"": 0, ""43"": 18, ""44"": 18, ""45"": 18}","43, 44, 45",Sepatu Pria > Sepatu Formal > Loafer,NAPPA MILANO,Indonesia,,Kulit,KAB. TANGERANG,5.0,38,132,"Refined and versatile, Conrad Penny is the epitome of understated elegance. Crafted from premium vegetable-tanned leather with a sleek, hand-painted finish, they offer a timeless silhouette suitable for any occasion. The leather upper ensures durability, while the cushioned interior provides all-day comfort.
Upper: Hand-painted Vegetable-Tanned Leather
Outsole: Lightweight EVA Rubber
Lining: Soft Garment Leather",https://down-id.img.susercontent.com/file/sg-11134201-7rbn5-m5sgj1ikpegk44_tn,data/images/253449367_27724974843/img_0.jpg
253449367_28812779182,Casa Double Straps - Nappa Milano - Sandal Unisex,https://shopee.co.id/Casa-Double-Straps-Nappa-Milano-Sandal-Unisex-i.253449367.28812779182,799000.0,0,"{""S (38-39)"": 0, ""M (40-41)"": 2, ""L (42-43)"": 0, ""XL (44-45)"": 0}",M (40-41),Sepatu Pria > Sandal > Sandal Slide,NAPPA MILANO,Indonesia,Slide,Kulit,KAB. TANGERANG,4.8,95,267,"For packaging protection, please add bubble wrap to your order (will add 1 kg to your total order weight)
https://shopee.co.id/product/253449367/22320248351/
Casa Double Straps are designed for everyday wear and can effortlessly take your style everywhere you go. This timeless footwear is made from supple, smooth lambskin leather and features a comfortable, chic double strap that creates a modern look. Whether you're out and about, Casa will make you feel at home.
Materials:
- Upper: Lambskin
- Lining: Lambskin
- Insole & Outsole: Lightweight Unit Sole
- Construction: Cemented",https://down-id.img.susercontent.com/file/sg-11134201-7rdyj-m0sf2cbe5h7pe5_tn,data/images/253449367_28812779182/img_0.jpg
